Entry	Gene Names	Gene Ontology (molecular function)
Q6C294	YALI0_F09669g	guanyl-nucleotide exchange factor activity [GO:0005085]; translation elongation factor activity [GO:0003746]
Q6C295	YALI0_F09647g	
Q6C296	YALI0_F09625g	ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]
Q6C298	YALI0_F09581g	DNA binding [GO:0003677]
Q6C2A0	YALI0_F09537g	
Q6C2A1	YALI0_F09515g	
Q6C2A2	YALI0_F09493g	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q6C2A5	YALI0_F09427g	
Q6C2A9	YALI0_F09361g	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q6C2B1	YALI0_F09317g	
Q6C2C0	YALI0_F09119g	
Q6C2C1	YALI0_F09097g	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6C2C2	YALI0_F09075g	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6C2C3	YALI0_F09053g	
Q6C2C4	YALI0_F09031g	
Q6C2C6	YALI0_F08987g	
Q6C2C7	YALI0_F08965g	
Q6C2C8	YALI0_F08943g	mRNA binding [GO:0003729]
Q6C2D1	YALI0_F08877g	structural constituent of ribosome [GO:0003735]
Q6C2D2	YALI0_F08855g	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q6C2D4	YALI0_F08811g	metal ion binding [GO:0046872]; protein phosphatase 1 binding [GO:0008157]
Q6C2D8	YALI0_F08723g	glycosyltransferase activity [GO:0016757]
Q6C2E0	YALI0_F08679g	
Q6C2E1	YALI0_F08657g	
Q6C2E4	YALI0_F08591g	
Q6C2E5	YALI0_F08569g	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6C2E7	YALI0_F08525g	
Q6C2E8	YALI0_F08503g	
Q6C2F1	YALI0_F08437g	structural constituent of ribosome [GO:0003735]
Q6C2F6	YALI0_F08327g	
Q6C2F8	YALI0_F08283g	NAD+ diphosphatase activity [GO:0000210]; NADH pyrophosphatase activity [GO:0035529]
Q6C2F9	YALI0_F08217g	phosphatidylglycerol phospholipase C activity [GO:0034479]
Q6C2G1	YALI0_F08165g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6C2G3	YALI0_F08129g	oxidoreductase activity [GO:0016491]
Q6C2G4	YALI0_F08107g	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]
Q6C2G5	YALI0_F08085g	
Q6C2G6	YALI0_F08063g	transmembrane transporter activity [GO:0022857]
Q6C2G7	YALI0_F08041g	
Q6C2G8	YALI0_F08019g	
Q6C2G9	YALI0_F07975g	
Q6C2H0	YALI0_F07953g	
Q6C2H1	YALI0_F07931g	calcium ion binding [GO:0005509]; gluconolactonase activity [GO:0004341]
Q6C2H2	YALI0_F07909g	DNA binding [GO:0003677]; mRNA binding [GO:0003729]
Q6C2H3	YALI0_F07887g	RNA binding [GO:0003723]
Q6C2H5	YALI0_F07843g	ubiquitin binding [GO:0043130]
Q6C2H7	YALI0_F07799g	
Q6C2H8	YALI0_F07777g	
Q6C2I2	YALI0_F07689g	
Q6C2I3	YALI0_F07667g	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
Q6C2I4	YALI0_F07645g	
Q6C2I7	YALI0_F07579g	
Q6C2I9	YALI0_F07535g	
Q6C2J0	YALI0_F07513g	
Q6C2J5	YALI0_F07359g	metalloendopeptidase activity [GO:0004222]
Q6C2J7	YALI0_F07315g	translation elongation factor binding [GO:0061770]
Q6C2K1	YALI0_F07238g	
Q6C2K2	YALI0_F07216g	
Q6C2K3	YALI0_F07194g	
Q6C2K4	YALI0_F07128g	
Q6C2K5	YALI0_F07106g	L-amino acid transmembrane transporter activity [GO:0015179]
Q6C2K7	YALI0_F07062g	transmembrane transporter activity [GO:0022857]
Q6C2K9	YALI0_F07018g	L-amino acid transmembrane transporter activity [GO:0015179]
Q6C2L0	YALI0_F06974g	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q6C2L1	YALI0_F06908g	transmembrane transporter activity [GO:0022857]
Q6C2L2	YALI0_F06886g	
Q6C2L3	YALI0_F06864g	
Q6C2L4	YALI0_F06842g	pantothenate transmembrane transporter activity [GO:0015233]
Q6C2L5	YALI0_F06820g	methionyl-tRNA formyltransferase activity [GO:0004479]
Q6C2L7	YALI0_F06776g	carbohydrate:proton symporter activity [GO:0005351]
Q6C2L9	YALI0_F06732g	ribonuclease III activity [GO:0004525]; structural constituent of ribosome [GO:0003735]
Q6C2M0	YALI0_F06710g	ureidoglycolate hydrolase activity [GO:0004848]; ureidoglycolate lyase activity [GO:0050385]
Q6C2M1	YALI0_F06688g	
Q6C2M2	YALI0_F06666g	DNA binding [GO:0003677]
Q6C2M4	YALI0_F06622g	protein serine/threonine kinase activity [GO:0004674]
Q6C2M5	YALI0_F06600g	
Q6C2M7	YALI0_F06556g	CoA-ligase activity [GO:0016405]
Q6C2M8	YALI0_F06534g	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; hydrolase activity [GO:0016787]; Y-form DNA binding [GO:0000403]
Q6C2N0	YALI0_F06490g	
Q6C2N5	YALI0_F06380g	
Q6C2N8	YALI0_F06336g	peptidase activity [GO:0008233]
Q6C2N9	YALI0_F06314g	
Q6C2P0	YALI0_F06292g	metal ion binding [GO:0046872]; pre-mRNA 3'-splice site binding [GO:0030628]
Q6C2P1	YALI0_F06270g	
Q6C2P4	YALI0_F06204g	
Q6C2P6	YALI0_F06160g	structural constituent of ribosome [GO:0003735]
Q6C2P9	YALI0_F06094g	
Q6C2Q0	YALI0_F06072g	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]"
Q6C2Q2	YALI0_F06028g	
Q6C2Q3	YALI0_F06006g	transcription cis-regulatory region binding [GO:0000976]
Q6C2Q4	YALI0_F05984g	transmembrane transporter activity [GO:0022857]
Q6C2Q8	YALI0_F05896g	histone deacetylase binding [GO:0042826]
Q6C2Q9	YALI0_F05874g	cystathionine gamma-lyase activity [GO:0004123]; pyridoxal phosphate binding [GO:0030170]
Q6C2R0	YALI0_F05852g	protein kinase binding [GO:0019901]
Q6C2R1	YALI0_F05830g	
Q6C2R2	YALI0_F05808g	structural constituent of ribosome [GO:0003735]
Q6C2R3	YALI0_F05803g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6C2R4	YALI0_F05786g	
Q6C2R6	YALI0_F05742g	
Q6C2R7	YALI0_F05720g	
Q6C2S0	YALI0_F05654g	
Q6C2S4	YALI0_F05566g	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]
Q6C2S5	YALI0_F05544g	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6C2S6	YALI0_F05522g	structural constituent of ribosome [GO:0003735]
Q6C2T1	YALI0_F05412g	DNA-binding transcription factor activity [GO:0003700]
Q6C2T3	YALI0_F05346g	sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q6C2T5	YALI0_F05302g	
Q6C2T6	YALI0_F05280g	
Q6C2T7	YALI0_F05258g	protein-L-histidine N-tele-methyltransferase activity [GO:0018064]
Q6C2U1	YALI0_F05170g	
Q6C2U2	YALI0_F05148g	fatty-acyl-CoA binding [GO:0000062]
Q6C2U3	YALI0_F05126g	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q6C2U4	YALI0_F05104g	
Q6C2U6	YALI0_F05060g	
Q6C2U7	YALI0_F05038g	catalytic activity [GO:0003824]
Q6C2U8	YALI0_F05016g	
Q6C2U9	YALI0_F04972g	
Q6C2V2	YALI0_F04906g	rDNA binding [GO:0000182]
Q6C2V3	YALI0_F04884g	
Q6C2V5	YALI0_F04796g	pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263]; uracil DNA N-glycosylase activity [GO:0004844]
Q6C2V7	YALI0_F04752g	
Q6C2V9	YALI0_F04708g	DNA binding [GO:0003677]; RNA binding [GO:0003723]
Q6C2W0	YALI0_F04686g	
Q6C2W2	YALI0_F04642g	
Q6C2W3	YALI0_F04620g	
Q6C2W4	YALI0_F04598g	
Q6C2W6	YALI0_F04554g	
Q6C2W7	YALI0_F04532g	chitin binding [GO:0008061]; chitinase activity [GO:0004568]
Q6C2W8	YALI0_F04466g	
Q6C2W9	YALI0_F04444g	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"
Q6C2X1	YALI0_F04400g	protein-macromolecule adaptor activity [GO:0030674]
Q6C2X4	YALI0_F04334g	histone binding [GO:0042393]
Q6C2X6	YALI0_F04290g	aminopeptidase activity [GO:0004177]
Q6C2X7	YALI0_F04268g	protein kinase binding [GO:0019901]
Q6C2X8	YALI0_F04213g	
Q6C2Y2	YALI0_F04125g	
Q6C2Y5	YALI0_F04081g	
Q6C2Y7	YALI0_F04037g	mRNA binding [GO:0003729]
Q6C2Z0	YALI0_F03971g	
Q6C2Z1	YALI0_F03949g	protein-folding chaperone binding [GO:0051087]; zinc ion binding [GO:0008270]
Q6C2Z3	YALI0_F03905g	mating-type factor pheromone receptor activity [GO:0004932]; pheromone binding [GO:0005550]
Q6C2Z4	YALI0_F03883g	
Q6C2Z5	YALI0_F03861g	
Q6C2Z8	YALI0_F03795g	transmembrane transporter activity [GO:0022857]
Q6C300	YALI0_F03751g	transmembrane transporter activity [GO:0022857]
Q6C301	YALI0_F03729g	
Q6C302	YALI0_F03707g	phosphatase activity [GO:0016791]
Q6C303	YALI0_F03685g	
Q6C304	YALI0_F03663g	"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"
Q6C306	YALI0_F03619g	
Q6C309	YALI0_F03567g	
Q6C311	YALI0_F03520g	
Q6C312	YALI0_F03498g	L-amino acid transmembrane transporter activity [GO:0015179]
Q6C313	YALI0_F03476g	
Q6C316	YALI0_F03410g	
Q6C317	YALI0_F03388g	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; transcription cis-regulatory region binding [GO:0000976]"
Q6C319	YALI0_F03344g	
Q6C320	YALI0_F03322g	
Q6C321	YALI0_F03300g	DNA binding [GO:0003677]
Q6C327	YALI0_F03157g	
Q6C328	YALI0_F03135g	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]"
Q6C330	YALI0_F03069g	metal ion binding [GO:0046872]
Q6C333	YALI0_F03003g	dioxygenase activity [GO:0051213]
Q6C334	YALI0_F02981g	
Q6C335	YALI0_F02959g	polyamine transmembrane transporter activity [GO:0015203]
Q6C337	YALI0_F02915g	
Q6C344	YALI0_F02761g	actin filament binding [GO:0051015]
Q6C345	YALI0_F02739g	
Q6C346	YALI0_F02717g	ATP binding [GO:0005524]; kinase activity [GO:0016301]
Q6C349	YALI0_F02651g	
Q6C351	YALI0_F02607g	3-hydroxyisobutyrate dehydrogenase activity [GO:0008442]; NAD binding [GO:0051287]; NADP binding [GO:0050661]
Q6C357	YALI0_F02431g	
Q6C361	YALI0_F02343g	
Q6C364	YALI0_F02277g	
Q6C365	YALI0_F02255g	
Q6C366	YALI0_F02233g	protein phosphatase inhibitor activity [GO:0004864]
Q6C367	YALI0_F02211g	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6C373	YALI0_F02079g	
Q6C374	YALI0_F02057g	
Q6C376	YALI0_F02013g	aldo-keto reductase (NADP) activity [GO:0004033]
Q6C377	YALI0_F01991g	
Q6C378	YALI0_F01969g	rRNA binding [GO:0019843]
Q6C380	YALI0_F01925g	
Q6C382	YALI0_F01881g	
Q6C384	YALI0_F01837g	protein-containing complex binding [GO:0044877]
Q6C385	YALI0_F01815g	
Q6C388	YALI0_F01738g	
Q6C389	YALI0_F01716g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6C390	YALI0_F01694g	
Q6C392	YALI0_F01650g	"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor [GO:0050664]"
Q6C393	YALI0_F01628g	isomerase activity [GO:0016853]
Q6C396	YALI0_F01562g	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]"
Q6C397	YALI0_F01540g	cysteine-type deubiquitinase activity [GO:0004843]
Q6C398	YALI0_F01518g	
Q6C399	YALI0_F01496g	protein-disulfide reductase activity [GO:0015035]
Q6C3A0	YALI0_F01474g	RNA binding [GO:0003723]
Q6C3A1	YALI0_F01452g	
Q6C3A2	YALI0_F01430g	nucleotide transmembrane transporter activity [GO:0015215]
Q6C3A3	YALI0_F01408g	
Q6C3A6	YALI0_F01254g	amino acid transmembrane transporter activity [GO:0015171]
Q6C3A8	YALI0_F01210g	water channel activity [GO:0015250]
Q6C3A9	YALI0_F01188g	
Q6C3B3	YALI0_F01100g	
Q6C3B4	YALI0_F01078g	transmembrane transporter activity [GO:0022857]
Q6C3B5	YALI0_F01056g	
Q6C3B8	YALI0_F00990g	
Q6C3B9	YALI0_F00968g	sterol binding [GO:0032934]
Q6C3C0	YALI0_F00946g	
Q6C3C2	RRT14 YALI0_F00902g	
Q6C3C6	YALI0_F00814g	
Q6C3C8	YALI0_F00770g	
Q6C3D0	YALI0_F00726g	
Q6C3D1	YALI0_F00704g	
Q6C3D2	YALI0_F00682g	glyoxalase III activity [GO:0019172]
Q6C3D3	YALI0_F00660g	RNA binding [GO:0003723]
Q6C3D5	YALI0_F00616g	
Q6C3D6	YALI0_F00594g	
Q6C3D8	YALI0_F00550g	
Q6C3D9	YALI0_F00528g	
Q6C3E2	YALI0_F00462g	glycerol channel activity [GO:0015254]; water channel activity [GO:0015250]
Q6C3E3	YALI0_F00440g	
Q6C3E4	YALI0_F00418g	
Q6C3E7	YALI0_F00352g	
Q6C3E8	YALI0_F00330g	
Q6C3E9	YALI0_F00308g	
Q6C3F0	YALI0_F00286g	
Q6C3F2	YALI0_F00242g	metal ion binding [GO:0046872]
Q6C3F3	YALI0_F00220g	
Q6C3F7	YALI0_F00132g	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q6C3F8	YALI0_F00110g	
Q6C3F9	YALI0_E35222g	"hydrolase activity, acting on ester bonds [GO:0016788]"
Q6C3G0	YALI0_E35200g	transmembrane transporter activity [GO:0022857]
Q6C3G2	YALI0_E35156g	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; urea carboxylase activity [GO:0004847]
Q6C3G6	YALI0_E35024g	
Q6C3G8	YALI0_E34947g	endopolyphosphatase activity [GO:0000298]; phosphatase activity [GO:0016791]
Q6C3G9	YALI0_E34925g	
Q6C3H0	YALI0_E34903g	transmembrane transporter activity [GO:0022857]
Q6C3H1	YALI0_E34881g	lysophosphatidic acid acyltransferase activity [GO:0042171]; phospholipase A2 activity [GO:0004623]
Q6C3H3	YALI0_E34837g	
Q6C3H4	YALI0_E34815g	metal ion binding [GO:0046872]; phospholipase activity [GO:0004620]
Q6C3H6	YALI0_E34771g	
Q6C3H8	YALI0_E34727g	guanyl-nucleotide exchange factor activity [GO:0005085]
Q6C3I1	YALI0_E34650g	
Q6C3I3	YALI0_E34573g	structural constituent of ribosome [GO:0003735]
Q6C3I5	YALI0_E34529g	
Q6C3I6	YALI0_E34507g	triglyceride lipase activity [GO:0004806]
Q6C3I7	YALI0_E34485g	hydrolase activity [GO:0016787]
Q6C3I8	YALI0_E34463g	hydrolase activity [GO:0016787]
Q6C3I9	YALI0_E34441g	
Q6C3J0	YALI0_E34419g	
Q6C3J1	YALI0_E34397g	protein-lysine N-methyltransferase activity [GO:0016279]
Q6C3J8	YALI0_E34243g	"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
Q6C3J9	YALI0_E34221g	"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
Q6C3K4	YALI0_E34089g	
Q6C3K6	YALI0_E34045g	hydrolase activity [GO:0016787]
Q6C3K8	YALI0_E34001g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6C3K9	YALI0_E33979g	
Q6C3L2	YALI0_E33891g	structural constituent of cell wall [GO:0005199]
Q6C3L3	YALI0_E33869g	ubiquitin protein ligase activity [GO:0061630]
Q6C3L5	YALI0_E33825g	
Q6C3L6	YALI0_E33803g	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q6C3L9	YALI0_E33737g	
Q6C3M0	YALI0_E33715g	
Q6C3M1	YALI0_E33671g	ATP binding [GO:0005524]
Q6C3M2	YALI0_E33649g	Rab GDP-dissociation inhibitor activity [GO:0005093]
Q6C3M4	YALI0_E33605g	
Q6C3M5	YALI0_E33583g	urea transmembrane transporter activity [GO:0015204]
Q6C3M6	YALI0_E33561g	
Q6C3M7	YALI0_E33539g	
Q6C3N0	YALI0_E33473g	
Q6C3N1	YALI0_E33451g	
Q6C3N2	YALI0_E33429g	ATP binding [GO:0005524]
Q6C3N4	YALI0_E33385g	
Q6C3N8	YALI0_E33341g	
Q6C3N9	YALI0_E33319g	
Q6C3P0	YALI0_E33297g	
Q6C3P3	YALI0_E33231g	RNA polymerase II complex binding [GO:0000993]
Q6C3P5	YALI0_E33187g	
Q6C3P7	YALI0_E33143g	spermidine synthase activity [GO:0004766]
Q6C3P9	YALI0_E33099g	"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]"
Q6C3Q0	YALI0_E33077g	"2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]"
Q6C3Q1	YALI0_E33055g	
Q6C3Q3	YALI0_E33011g	
Q6C3Q4	YALI0_E32989g	
Q6C3Q5	YALI0_E32967g	
Q6C3Q6	YALI0_E32901g	secondary active monocarboxylate transmembrane transporter activity [GO:0015355]
Q6C3Q7	YALI0_E32879g	
Q6C3R0	YALI0_E32813g	
Q6C3R1	YALI0_E32791g	glycerophosphocholine phosphodiesterase activity [GO:0047389]
Q6C3R4	YALI0_E32725g	metal ion binding [GO:0046872]
Q6C3R6	YALI0_E32681g	acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity [GO:0004725]
Q6C3R7	YALI0_E32659g	
Q6C3R8	YALI0_E32637g	nuclear import signal receptor activity [GO:0061608]
Q6C3R9	YALI0_E32615g	ubiquitin protein ligase activity [GO:0061630]
Q6C3S0	YALI0_E32593g	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]; ubiquitin binding [GO:0043130]
Q6C3S3	YALI0_E32527g	"3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-GMP phosphodiesterase activity [GO:0047555]"
Q6C3S5	YALI0_E32483g	translation regulator activity [GO:0045182]
Q6C3S6	YALI0_E32461g	
Q6C3S7	YALI0_E32439g	
Q6C3S8	YALI0_E32417g	protein dimerization activity [GO:0046983]; transcription coregulator activity [GO:0003712]
Q6C3S9	YALI0_E32395g	
Q6C3T2	YALI0_E32329g	
Q6C3T3	YALI0_E32307g	
Q6C3T4	YALI0_E32285g	
Q6C3T5	YALI0_E32263g	
Q6C3T6	YALI0_E32241g	actin filament binding [GO:0051015]
Q6C3T7	YALI0_E32219g	
Q6C3T8	YALI0_E32197g	
Q6C3T9	YALI0_E32175g	
Q6C3U0	YALI0_E32153g	structural constituent of ribosome [GO:0003735]
Q6C3U3	YALI0_E32087g	
Q6C3U5	YALI0_E32043g	U3 snoRNA binding [GO:0034511]
Q6C3U6	YALI0_E32035g	
Q6C3U8	YALI0_E31999g	
Q6C3U9	YALI0_E31977g	
Q6C3V0	YALI0_E31955g	structural constituent of ribosome [GO:0003735]
Q6C3V1	YALI0_E31933g	rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]
Q6C3V2	YALI0_E31911g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6C3V3	YALI0_E31889g	
Q6C3V5	YALI0_E31845g	
Q6C3V6	YALI0_E31823g	
Q6C3V8	YALI0_E31793g	
Q6C3W0	YALI0_E31757g	sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q6C3W1	YALI0_E31735g	
Q6C3W2	YALI0_E31713g	
Q6C3W5	YALI0_E31647g	protein-disulfide reductase activity [GO:0015035]
Q6C3W7	YALI0_E31603g	"hydrolase activity, acting on ester bonds [GO:0016788]"
Q6C3W8	YALI0_E31581g	hydrolase activity [GO:0016787]
Q6C3W9	YALI0_E31559g	
Q6C3X2	YALI0_E31537g	
Q6C3X3	YALI0_E31515g	triglyceride lipase activity [GO:0004806]
Q6C3X4	YALI0_E31493g	glutathione transferase activity [GO:0004364]
Q6C3X9	YALI0_E31383g	"DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]"
Q6C3Y0	YALI0_E31361g	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]
Q6C3Y1	YALI0_E31339g	ubiquitin protein ligase activity [GO:0061630]
Q6C3Y2	YALI0_E31317g	structural constituent of ribosome [GO:0003735]
Q6C3Y3	YALI0_E31288g	
Q6C3Y4	YALI0_E31273g	histone binding [GO:0042393]
Q6C3Y6	YALI0_E31240g	
Q6C3Y7	YALI0_E31218g	
Q6C3Y8	YALI0_E31196g	lipid binding [GO:0008289]
Q6C3Y9	YALI0_E31174g	
Q6C3Z0	YALI0_E31152g	
Q6C3Z1	YALI0_E31130g	
Q6C3Z2	YALI0_E31108g	structural constituent of cell wall [GO:0005199]
Q6C3Z3	YALI0_E31086g	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]"
Q6C3Z4	YALI0_E31064g	inorganic phosphate transmembrane transporter activity [GO:0005315]
Q6C3Z6	YALI0_E31031g	
Q6C3Z8	YALI0_E30987g	"hydrolase activity, acting on ester bonds [GO:0016788]"
Q6C400	YALI0_E30943g	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q6C401	YALI0_E30921g	SNARE binding [GO:0000149]
Q6C403	YALI0_E30877g	poly(A) binding [GO:0008143]
Q6C404	YALI0_E30855g	
Q6C405	YALI0_E30833g	
Q6C406	YALI0_E30811g	structural constituent of ribosome [GO:0003735]
Q6C407	YALI0_E30789g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]"
Q6C408	YALI0_E30767g	
Q6C409	YALI0_E30745g	
Q6C411	YALI0_E30701g	
Q6C412	YALI0_E30679g	
Q6C413	YALI0_E30657g	
Q6C415	YALI0_E30613g	double-stranded RNA binding [GO:0003725]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]
Q6C416	YALI0_E30591g	biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077]; biotin-[pyruvate-carboxylase] ligase activity [GO:0071734]
Q6C419	YALI0_E30525g	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]
Q6C420	YALI0_E30503g	
Q6C422	YALI0_E30415g	mating pheromone activity [GO:0000772]
Q6C424	YALI0_E30371g	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
Q6C425	YALI0_E30349g	
Q6C426	YALI0_E30327g	
Q6C428	YALI0_E30283g	O-acyltransferase activity [GO:0008374]
Q6C429	YALI0_E30261g	
Q6C431	YALI0_E30173g	ubiquitin conjugating enzyme activity [GO:0061631]
Q6C434	YALI0_E30107g	glycosyltransferase activity [GO:0016757]
Q6C436	YALI0_E30019g	rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]
Q6C437	YALI0_E29997g	
Q6C439	YALI0_E29953g	
Q6C440	YALI0_E29931g	5'-3' DNA exonuclease activity [GO:0035312]; damaged DNA binding [GO:0003684]
Q6C441	YALI0_E29909g	
Q6C445	YALI0_E29777g	
Q6C446	YALI0_E29755g	
Q6C448	YALI0_E29711g	dipeptide transmembrane transporter activity [GO:0071916]
Q6C453	YALI0_E29601g	ubiquitin conjugating enzyme activity [GO:0061631]
Q6C458	YALI0_E29491g	
Q6C459	YALI0_E29469g	
Q6C460	YALI0_E29447g	
Q6C461	YALI0_E29425g	
Q6C463	YALI0_E29381g	ubiquitin-ubiquitin ligase activity [GO:0034450]
Q6C464	YALI0_E29359g	
Q6C465	YALI0_E29337g	
Q6C466	YALI0_E29315g	
Q6C469	YALI0_E29271g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
Q6C471	YALI0_E29227g	
Q6C475	YALI0_E29117g	
Q6C477	YALI0_E29073g	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q6C478	YALI0_E29051g	double-stranded DNA binding [GO:0003690]; polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; polynucleotide 3'-phosphatase activity [GO:0046403]
